window_title,timestamp,category,app_name
Command Prompt - python  app.py - python  app.py - python  app.py - python  app.py - python  app.py,2023-10-11 22:56:32.123329,Other,python  app.py
app.py - productivity - Visual Studio Code,2023-10-11 22:57:02.125084,Other,Visual Studio Code
Figure 1,2023-10-11 23:04:55.311404,Other,unknown
Window Tracking with pygetwindow - Google Chrome,2023-10-11 23:05:25.454821,Browsers,Google Chrome
Task Switching,2023-10-11 23:05:55.602654,Other,unknown
app.py - productivity - Visual Studio Code,2023-10-11 23:06:25.746676,Other,Visual Studio Code
Window Tracking with pygetwindow - Google Chrome,2023-10-11 23:06:55.892386,Browsers,Google Chrome
Figure 1,2023-10-11 23:07:26.048871,Other,unknown
app.py - productivity - Visual Studio Code,2023-10-11 23:07:56.199292,Other,Visual Studio Code
app.py - productivity - Visual Studio Code,2023-10-11 23:08:26.363938,Other,Visual Studio Code
app.py - productivity - Visual Studio Code,2023-10-11 23:08:56.514716,Other,Visual Studio Code
Window Tracking with pygetwindow - Google Chrome,2023-10-11 23:09:26.667379,Browsers,Google Chrome
Figure 1,2023-10-11 23:09:56.824907,Other,unknown
Figure 1,2023-10-11 23:10:26.968235,Other,unknown
● app.py - productivity - Visual Studio Code,2023-10-11 23:10:57.106669,Other,Visual Studio Code
Window Tracking with pygetwindow - Google Chrome,2023-10-11 23:11:27.267227,Browsers,Google Chrome
Window Tracking with pygetwindow - Google Chrome,2023-10-11 23:11:57.433542,Browsers,Google Chrome
app.py - productivity - Visual Studio Code,2023-10-11 23:12:27.581209,Other,Visual Studio Code
● app.py - productivity - Visual Studio Code,2023-10-11 23:12:57.762936,Other,Visual Studio Code
Figure 1,2023-10-11 23:13:27.912005,Other,unknown
window_activity_log - Copy - Excel,2023-10-11 23:13:58.066950,Other,Excel
● app.py - productivity - Visual Studio Code,2023-10-11 23:14:28.229439,Other,Visual Studio Code
Window Tracking with pygetwindow - Google Chrome,2023-10-11 23:14:58.381143,Browsers,Google Chrome
Figure 1,2023-10-11 23:15:33.545035,Other,unknown
● app.py - productivity - Visual Studio Code,2023-10-11 23:16:03.694887,Coding,Visual Studio Code
app.py - productivity - Visual Studio Code,2023-10-11 23:16:33.844930,Coding,Visual Studio Code
app.py - productivity - Visual Studio Code,2023-10-11 23:17:04.012980,Coding,Visual Studio Code
Figure 1,2023-10-11 23:17:11.173966,Other,unknown
app.py - productivity - Visual Studio Code,2023-10-11 23:17:41.316743,Coding,Visual Studio Code
Window Tracking with pygetwindow - Google Chrome,2023-10-11 23:18:11.468170,Browsers,Google Chrome
window_activity_log - Copy (2) - Excel,2023-10-11 23:18:41.602313,Other,Excel
window_activity_log - Copy (2) - Excel,2023-10-11 23:19:11.753787,Other,Excel
Window Tracking with pygetwindow - Google Chrome,2023-10-11 23:19:41.911882,Browsers,Google Chrome
app.py - productivity - Visual Studio Code,2023-10-11 23:20:12.068539,Coding,Visual Studio Code
Figure 1,2023-10-11 23:20:33.481382,Other,unknown
Figure 1,2023-10-11 23:20:55.688712,Other,unknown
Figure 1,2023-10-11 23:21:39.437504,Other,unknown
window_activity_log - Copy - Excel,2023-10-11 23:22:09.585694,Other,Excel
app.py - productivity - Visual Studio Code,2023-10-11 23:22:39.739149,Coding,Visual Studio Code
app.py - productivity - Visual Studio Code,2023-10-11 23:23:09.889906,Coding,Visual Studio Code
● app.py - productivity - Visual Studio Code,2023-10-11 23:23:40.033700,Coding,Visual Studio Code
app.py - productivity - Visual Studio Code,2023-10-11 23:24:10.189539,Coding,Visual Studio Code
● app.py - productivity - Visual Studio Code,2023-10-11 23:24:40.330585,Coding,Visual Studio Code
Task Switching,2023-10-11 23:25:10.477610,Other,unknown
Figure 1,2023-10-11 23:25:38.688516,Other,unknown
Window Tracking with pygetwindow - Google Chrome,2023-10-11 23:26:08.692684,Browsers,Google Chrome
Figure 1,2023-10-11 23:26:41.470962,Other,unknown
app.py - productivity - Visual Studio Code,2023-10-11 23:27:11.486705,Coding,Visual Studio Code
Window Tracking with pygetwindow - Google Chrome,2023-10-11 23:27:41.504835,Browsers,Google Chrome
app.py - productivity - Visual Studio Code,2023-10-11 23:28:11.507894,Coding,Visual Studio Code
app.py - productivity - Visual Studio Code,2023-10-11 23:28:41.522036,Coding,Visual Studio Code
Window Tracking with pygetwindow - Google Chrome,2023-10-11 23:29:11.525675,Browsers,Google Chrome
Task Switching,2023-10-11 23:29:41.526894,Other,unknown
Figure 1,2023-10-11 23:29:46.825223,Other,unknown
window_activity_log - Copy - Excel,2023-10-11 23:30:16.837377,Other,Excel
Window Tracking with pygetwindow - Google Chrome,2023-10-11 23:30:46.845044,Browsers,Google Chrome
Task Scheduler,2023-10-11 23:31:16.853087,Other,unknown
Create Basic Task Wizard,2023-10-11 23:31:46.873099,Other,unknown
Open,2023-10-11 23:32:16.873386,Other,unknown
Window Tracking with pygetwindow - Google Chrome,2023-10-11 23:32:46.886029,Browsers,Google Chrome
Figure 1,2023-10-12 09:20:51.233722,Other,unknown
CS221 Summer 2023: Artificial Intelligence: Principles and Techniques - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:21:21.248204,Browsers,Google Chrome
CS221 Summer 2023: Artificial Intelligence: Principles and Techniques - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:21:51.250681,Browsers,Google Chrome
CS221 Summer 2023: Artificial Intelligence: Principles and Techniques - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:22:21.263910,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:22:51.276009,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:23:21.279748,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:23:51.281093,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:24:21.302658,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:24:51.309603,Browsers,Google Chrome
"Google Calendar - Week of October 8, 2023 - Google Chrome",2023-10-12 09:25:21.310060,Browsers,Google Chrome
"Google Calendar - Week of October 8, 2023 - Google Chrome",2023-10-12 09:25:51.318960,Browsers,Google Chrome
"Google Calendar - Week of October 8, 2023 - Google Chrome",2023-10-12 09:26:21.325409,Browsers,Google Chrome
"Google Calendar - Week of October 8, 2023 - Google Chrome",2023-10-12 09:26:51.335170,Browsers,Google Chrome
"Google Calendar - Week of October 8, 2023 - Google Chrome",2023-10-12 09:27:21.339742,Browsers,Google Chrome
"Google Calendar - Week of October 8, 2023 - Google Chrome",2023-10-12 09:27:51.350717,Browsers,Google Chrome
"Google Calendar - Week of October 8, 2023 - Google Chrome",2023-10-12 09:28:21.355468,Browsers,Google Chrome
"Google Calendar - Week of October 8, 2023 - Google Chrome",2023-10-12 09:28:51.358163,Browsers,Google Chrome
"Google Calendar - Week of October 8, 2023 - Google Chrome",2023-10-12 09:29:21.372582,Browsers,Google Chrome
"Google Calendar - Week of October 8, 2023 - Google Chrome",2023-10-12 09:29:51.378301,Browsers,Google Chrome
"Google Calendar - Week of October 8, 2023 - Google Chrome",2023-10-12 09:30:21.379961,Browsers,Google Chrome
Task Switching,2023-10-12 09:30:51.385053,Other,unknown
Home,2023-10-12 09:31:21.390912,Other,unknown
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:31:51.395418,Browsers,Google Chrome
G9WqV5GlmjaVtGsQ3Ca5VZ3Z - Google Chrome,2023-10-12 09:32:21.396689,Browsers,Google Chrome
G9WqV5GlmjaVtGsQ3Ca5VZ3Z - Google Chrome,2023-10-12 09:32:51.411542,Browsers,Google Chrome
G9WqV5GlmjaVtGsQ3Ca5VZ3Z - Google Chrome,2023-10-12 09:33:21.412918,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:33:51.420846,Browsers,Google Chrome
New Tab - Google Chrome,2023-10-12 09:34:21.427303,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:34:51.443540,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:35:21.458383,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:35:51.473969,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:36:21.490006,Browsers,Google Chrome
Change Enumerate to Numbers - Google Chrome,2023-10-12 09:36:51.506570,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:37:21.507933,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:37:51.523720,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:38:21.532015,Browsers,Google Chrome
Random Variable Outcomes & Distributions - Google Chrome,2023-10-12 09:38:51.542194,Browsers,Google Chrome
Random Variable Outcomes & Distributions - Google Chrome,2023-10-12 09:39:21.551652,Browsers,Google Chrome
Random Variable Outcomes & Distributions - Google Chrome,2023-10-12 09:39:51.560785,Browsers,Google Chrome
Random Variable Outcomes & Distributions - Google Chrome,2023-10-12 09:40:21.570491,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:40:51.588855,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:41:21.608909,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:41:51.625965,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:42:21.646484,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:42:51.670850,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:43:21.688200,Browsers,Google Chrome
Random Variable Outcomes & Distributions - Google Chrome,2023-10-12 09:43:51.702604,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:44:21.719290,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:44:51.730806,Browsers,Google Chrome
Random Variable Outcomes & Distributions - Google Chrome,2023-10-12 09:45:21.752310,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:45:51.768433,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:46:21.779963,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:46:51.797461,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:47:21.811589,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:47:51.829486,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:48:21.841854,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:48:51.858191,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:49:21.866242,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:49:51.882993,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:50:21.884871,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:50:52.084843,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:51:22.099312,Browsers,Google Chrome
Random Variable Outcomes & Distributions - Google Chrome,2023-10-12 09:51:52.110890,Browsers,Google Chrome
Random Variable Outcomes & Distributions - Google Chrome,2023-10-12 09:52:22.129989,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:52:52.146491,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:53:22.147059,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:53:52.153758,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:54:22.164159,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:54:52.177217,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:55:22.190245,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:55:52.203989,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:56:22.213512,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:56:52.224236,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:57:22.240024,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:57:52.245568,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:58:22.261989,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:58:52.278249,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:59:22.288321,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 09:59:52.309521,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:00:22.326539,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:00:52.334300,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:01:22.341394,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:01:52.357908,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:02:22.364120,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:02:52.368314,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:03:22.371720,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:03:52.376168,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:04:22.391786,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:04:52.409043,Browsers,Google Chrome
Normal distribution - Wikipedia - Google Chrome,2023-10-12 10:05:22.423654,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:05:52.439075,Browsers,Google Chrome
"Google Calendar - Week of October 8, 2023 - Google Chrome",2023-10-12 10:06:22.456070,Browsers,Google Chrome
(1) CS 236 – Ed Discussion - Google Chrome,2023-10-12 10:06:52.468698,Browsers,Google Chrome
Zoom Meeting,2023-10-12 10:07:22.479424,Other,unknown
Snap Assist,2023-10-12 10:07:52.483820,Other,unknown
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:08:22.491564,Browsers,Google Chrome
Zoom Meeting,2023-10-12 10:08:52.496783,Other,unknown
Zoom Meeting,2023-10-12 10:09:22.499307,Other,unknown
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:09:52.501582,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:10:22.507593,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:10:52.522627,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:11:22.526968,Browsers,Google Chrome
Zoom Meeting,2023-10-12 10:11:52.531602,Other,unknown
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:12:22.536502,Browsers,Google Chrome
Zoom Meeting,2023-10-12 10:12:52.542841,Other,unknown
Zoom Meeting,2023-10-12 10:13:22.549727,Other,unknown
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:13:52.555655,Browsers,Google Chrome
Zoom Meeting,2023-10-12 10:14:22.562716,Other,unknown
Zoom Meeting,2023-10-12 10:14:52.568691,Other,unknown
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:15:22.575388,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:15:52.586769,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:16:22.593781,Browsers,Google Chrome
Zoom Meeting,2023-10-12 10:16:52.599686,Other,unknown
Zoom Meeting,2023-10-12 10:17:22.608980,Other,unknown
Zoom Meeting,2023-10-12 10:17:52.615885,Other,unknown
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:18:22.618830,Browsers,Google Chrome
Zoom Meeting,2023-10-12 10:18:52.622546,Other,unknown
Zoom Meeting,2023-10-12 10:19:22.625644,Other,unknown
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:19:52.629234,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:20:22.633410,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:20:52.806960,Browsers,Google Chrome
Normal distribution - Wikipedia - Google Chrome,2023-10-12 10:21:22.810439,Browsers,Google Chrome
Normal distribution - Wikipedia - Google Chrome,2023-10-12 10:21:52.813278,Browsers,Google Chrome
Zoom Meeting,2023-10-12 10:22:22.816473,Other,unknown
Normal distribution - Wikipedia - Google Chrome,2023-10-12 10:22:52.818858,Browsers,Google Chrome
Normal distribution - Wikipedia - Google Chrome,2023-10-12 10:23:22.821831,Browsers,Google Chrome
Normal distribution - Wikipedia - Google Chrome,2023-10-12 10:23:52.823854,Browsers,Google Chrome
Normal distribution - Wikipedia - Google Chrome,2023-10-12 10:24:22.826609,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:24:52.829367,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:25:22.832758,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:25:52.836564,Browsers,Google Chrome
Random Variable Outcomes & Distributions - Google Chrome,2023-10-12 10:26:22.838611,Browsers,Google Chrome
Random Variable Outcomes & Distributions - Google Chrome,2023-10-12 10:26:52.840882,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:27:22.842687,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:27:52.845037,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:28:22.847975,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:28:52.850770,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:29:22.853212,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:29:52.855530,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:30:22.857709,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:30:52.861061,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:31:22.865941,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:31:52.871912,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:32:22.877854,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:32:52.883799,Browsers,Google Chrome
Zoom Meeting,2023-10-12 10:33:22.886861,Other,unknown
Zoom Meeting,2023-10-12 10:33:52.892666,Other,unknown
Zoom Meeting,2023-10-12 10:34:22.899671,Other,unknown
Zoom Meeting,2023-10-12 10:34:52.906659,Other,unknown
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:35:22.924801,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:35:52.929147,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:36:22.944251,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:36:52.957795,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:37:22.962167,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:37:52.973920,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:38:22.985763,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:38:53.005422,Browsers,Google Chrome
Task Switching,2023-10-12 10:39:23.006653,Other,unknown
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:39:53.012949,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:40:23.018586,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:40:53.033341,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:41:23.053726,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:41:53.069826,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:42:23.071450,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:42:53.087479,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:43:23.105354,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:43:53.118064,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:44:23.122050,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:44:53.136520,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:45:23.142547,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:45:53.169604,Browsers,Google Chrome
Normal distribution - Wikipedia - Google Chrome,2023-10-12 10:46:23.193998,Browsers,Google Chrome
ChatGPT - Google Chrome,2023-10-12 10:46:53.201569,Browsers,Google Chrome
ChatGPT - Google Chrome,2023-10-12 10:47:23.204243,Browsers,Google Chrome
Define and Use Equations - Google Chrome,2023-10-12 10:47:53.228326,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:48:23.239640,Browsers,Google Chrome
Define and Use Equations - Google Chrome,2023-10-12 10:48:53.248469,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:49:23.262695,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:49:53.278047,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:50:23.288993,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:50:53.480615,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:51:23.481594,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:51:53.491246,Browsers,Google Chrome
Normal distribution - Wikipedia - Google Chrome,2023-10-12 10:52:23.496882,Browsers,Google Chrome
Normal distribution - Wikipedia - Google Chrome,2023-10-12 10:52:53.503389,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:53:23.512916,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:53:53.517248,Browsers,Google Chrome
Define and Use Equations - Google Chrome,2023-10-12 10:54:23.530982,Browsers,Google Chrome
Define and Use Equations - Google Chrome,2023-10-12 10:54:53.545964,Browsers,Google Chrome
Define and Use Equations - Google Chrome,2023-10-12 10:55:23.561323,Browsers,Google Chrome
(1) CS 236 – Ed Discussion - Google Chrome,2023-10-12 10:55:53.563464,Browsers,Google Chrome
Google Drive: Sign-in - Google Chrome,2023-10-12 10:56:23.579343,Browsers,Google Chrome
CS236 Fall2023 Project Ideas and Mentors - Google Docs - Google Chrome,2023-10-12 10:56:53.582353,Browsers,Google Chrome
CS236 Fall2023 Project Ideas and Mentors - Google Docs - Google Chrome,2023-10-12 10:57:23.602766,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:57:53.612145,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:58:23.627824,Browsers,Google Chrome
Define and Use Equations - Google Chrome,2023-10-12 10:58:53.637326,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 10:59:23.643224,Browsers,Google Chrome
Define and Use Equations - Google Chrome,2023-10-12 10:59:53.652796,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 11:00:23.662213,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 11:00:53.692451,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 11:01:23.708769,Browsers,Google Chrome
Define and Use Equations - Google Chrome,2023-10-12 11:01:53.726441,Browsers,Google Chrome
Define and Use Equations - Google Chrome,2023-10-12 11:02:23.741113,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 11:02:53.759575,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 11:03:23.775109,Browsers,Google Chrome
CS236: Generative AI - Online LaTeX Editor Overleaf - Google Chrome,2023-10-12 11:03:53.792716,Browsers,Google Chrome
Define and Use Equations - Google Chrome,2023-10-12 11:04:23.808501,Browsers,Google Chrome
